PY,word,n
2012,refraction,1
2012,refração,1
2012,representations,1
2012,representações,1
2012,research,1
2012,resistividade,1
2012,resistivity,1
2012,retirada,1
2012,revisão,1
2012,scattering,1
2012,science,1
2012,sciences,1
2012,secondary,1
2012,secundário,1
2012,series,1
2012,simples,1
2012,simulation,1
2012,simulations,1
2012,simulações,1
2012,sirene,1
2012,situation,1
2012,situação,1
2012,situações,1
2012,software,1
2012,solenoid,1
2012,solenoide,1
2012,som,1
2012,sound,1
2012,strategy,1
2012,surface,1
2012,séries,1
2012,technological,1
2012,textbook,1
2012,textos,1
2012,teóricos,1
2012,thin,1
2012,timer,1
2012,toque,1
2012,transporte,1
2012,transposition,1
2012,transposição,1
2012,tópicos,1
2012,universidade,1
2012,velocidades,1
2013,039,1
2013,1,1
2013,100,1
2013,abordagem,1
2013,accelerators,1
2013,aceleradores,1
2013,activities,1
2013,adaptado,1
2013,aferição,1
2013,age,1
2013,analemmatic,1
2013,analogia,1
2013,analogies,1
2013,analogy,1
2013,analêmico,1
2013,análise,1
2013,articulam,1
2013,assessment,1
2013,astronomy,1
2013,astrophysics,1
2013,auditiva,1
2013,aulas,1
2013,baseada,1
2013,bilingual,1
2013,bilíngue,1
2013,bilíngues,1
2013,biophysics,1
2013,calor,1
2013,caminhos,1
2013,center,1
2013,circulatory,1
2013,circulatório,1
2013,circulação,1
2013,ciências,1
2013,classroom,1
2013,coefficient,1
2013,coeficiente,1
2013,coletivos,1
2013,collider,1
2013,competencies,1
2013,competências,1
2013,computacional,1
2013,computer,1
2013,conceito,1
2013,conduction,1
2013,condução,1
2013,construção,1
2013,contextualization,1
2013,contextualização,1
2013,cooperativa,1
2013,cooperative,1
2013,cooperativo,1
2013,cordas,1
2013,corpo,1
2013,corpos,1
2013,cosmic,1
2013,cost,1
2013,curricula,1
2013,curricular,1
2013,custo,1
2013,cósmicos,1
2013,data,1
2013,debate,1
2013,deficiência,1
2013,densidade,1
2013,desenvolvimento,1
2013,determinação,1
2013,dialectical,1
2013,didactical,1
2013,didática,1
2013,didáticos,1
2013,diferentes,1
2013,disability,1
2013,earth,1
2013,educacional,1
2013,educational,1
2013,educação,1
2013,electric,1
2013,electricity,1
2013,electrostatics,1
2013,elementary,1
2013,eletrostática,1
2013,elétrico,1
2013,empirism,1
2013,empirismo,1
2013,energy,1
2013,ensinando,1
2013,equipotenciais,1
2013,escolar,1
2013,esportes,1
2013,estelar,1
2013,estelares,1
2013,estrelas,1
2013,evaluation,1
2013,expansão,1
2013,experiment,1
2013,experimental,1
2013,experimentation,1
2013,experiments,1
2013,explorando,1
2013,fenomenologia,1
2013,ferramenta,1
2013,filmados,1
2013,fio,1
2013,fsica,1
2013,geofísica,1
2013,hadron,1
2013,hastes,1
2013,hearing,1
2013,heat,1
2013,hemodynamic,1
2013,humana,1
2013,humano,1
2013,include,1
2013,inclusão,1
2013,innovation,1
2013,inovação,1
2013,inserção,1
2013,instructional,1
2013,instrumento,1
2013,interação,1
2013,island,1
2013,laboratory,1
2013,large,1
2013,law,1
2013,laws,1
2013,lhc,1
2013,low,1
2013,macro,1
2013,maps,1
2013,mass,1
2013,mediation,1
2013,medidas,1
2013,method,1
2013,methodology,1
2013,metálicas,1
2013,microcontrolado,1
2013,modern,1
2013,motivação,1
2013,movimento,1
2013,movimentos,1
2013,nanoscience,1
2013,nanotechnology,1
2013,natureza,1
2013,new,1
2013,passagens,1
2013,pedagógico,1
2013,periodmeter,1
2013,phenomenology,1
2013,philosophy,1
2013,photography,1
2013,physic,1
2013,planilha,1
2013,poderosa,1
2013,potencial,1
2013,potential,1
2013,produzidas,1
2013,proposta,1
2013,queda,1
2013,raios,1
2013,rays,1
2013,recorded,1
2013,recurso,1
2013,resonance,1
2013,resources,1
2013,ressonância,1
2013,revendo,1
2013,s,1
2013,saltos,1
2013,seconmd,1
2013,simple,1
2013,simples,1
2013,sport,1
2013,stars,1
2013,stationary,1
2013,statistical,1
2013,stellar,1
2013,sundial,1
2013,superconductivity,1
2013,série,1
2013,technologies,1
2013,technology,1
2013,temas,1
2013,temperatura,1
2013,theory,1
2013,thermodynamics,1
2013,use,1
2013,verificar,1
2013,video,1
2013,vision,1
2013,visualização,1
2013,visão,1
2013,vídeo,1
2013,vídeos,1
2013,waves,1
2014,alfabetização,1
2014,alternativa,1
2014,amateur,1
2014,analysis,1
2014,anomalia,1
2014,anomalies,1
2014,aplicada,1
2014,aplicação,1
2014,apolônio,1
2014,aprender,1
2014,areas,1
2014,associação,1
2014,atmosférica,1
2014,atmosféricas,1
2014,atmospheric,1
2014,atípico,1
2014,atômica,1
2014,atômicos,1
2014,avaliação,1
2014,aviões,1
2014,barométrica,1
2014,baseada,1
2014,based,1
2014,biophysics,1
2014,bohr,1
2014,brakes,1
2014,cern,1
2014,ciclópica,1
2014,científica,1
2014,científico,1
2014,clássica,1
2014,coeficiente,1
2014,computacional,1
2014,computational,1
2014,contemporânea,1
2014,custo,1
2014,cycles,1
2014,círculo,1
2014,demonstrativa,1
2014,demonstrative,1
2014,demonstração,1
2014,desempenho,1
2014,detector,1
2014,determinação,1
2014,dilatômetro,1
2014,direta,1
2014,disciplinas,1
2014,dispositivo,1
2014,dissemination,1
2014,divulgação,1
2014,ear,1
2014,educacional,1
2014,educational,1
2014,ensinando,1
2014,escala,1
2014,escalas,1
2014,espectroscopia,1
2014,espelho,1
2014,espelhos,1
2014,estudantes,1
2014,evento,1
2014,expansion,1
2014,experimento,1
2014,external,1
2014,externo,1
2014,extinção,1
2014,eye,1
2014,fluorimeter,1
2014,fluorímetro,1
2014,fone,1
2014,forces,1
2014,forcing,1
2014,formação,1
2014,forçamento,1
2014,frictional,1
2014,geométrica,1
2014,gps,1
2014,gulliver,1
2014,headset,1
2014,human,1
2014,humano,1
2014,imagem,1
2014,impaired,1
2014,inserção,1
2014,integration,1
2014,interdisciplinary,1
2014,investigativa,1
2014,investigative,1
2014,kinetic,1
2014,laboratory,1
2014,laboratório,1
2014,larga,1
2014,licenciatura,1
2014,liliputianos,1
2014,literacy,1
2014,machine,1
2014,maré,1
2014,marés,1
2014,mass,1
2014,material,1
2014,measurement,1
2014,mechanics,1
2014,mecânica,1
2014,mecânico,1
2014,middle,1
2014,mirror,1
2014,modelo,1
2014,modelos,1
2014,models,1
2014,moderna,1
2014,motion,1
2014,natureza,1
2014,nursing,1
2014,observando,1
2014,oftalmologia,1
2014,oftalmoscopia,1
2014,oftalmoscópio,1
2014,olho,1
2014,onda,1
2014,ondas,1
2014,ophthalmology,1
2014,ophthalmoscope,1
2014,oscillatory,1
2014,particles,1
2014,perseguição,1
2014,perspectiva,1
2014,pesquisa,1
2014,placa,1
2014,planos,1
2014,porta,1
2014,posicionamento,1
2014,preocupante,1
2014,pressão,1
2014,problem,1
2014,problems,1
2014,professores,1
2014,propagation,1
2014,proportions,1
2014,proporções,1
2014,proposta,1
2014,pursuit,1
2014,quantum,1
2014,questões,1
2014,quântica,1
2014,radio,1
2014,radioactive,1
2014,radioativo,1
2014,realidade,1
2014,reflection,1
2014,reflexão,1
2014,renewable,1
2014,renovável,1
2014,respaldada,1
2014,rolling,1
2014,scales,1
2014,science,1
2014,secondary,1
2014,sensores,1
2014,simulation,1
2014,sonora,1
2014,sonoras,1
2014,sound,1
2014,spectroscopy,1
2014,technology,1
2014,tecnológica,1
2014,temperature,1
2014,teste,1
2014,thermal,1
2014,tide,1
2014,torpedo,1
2014,transmissão,1
2014,tubo,1
2014,tópicos,1
2014,usando,1
2014,variable,1
2014,via,1
2014,video,1
2014,visually,1
2014,warming,1
2014,waves,1
2014,wind,1
2014,átomo,1
2015,2,1
2015,aberto,1
2015,accelerations,1
2015,aceleração,1
2015,adult,1
2015,aerodinâmica,1
2015,alta,1
2015,analysis,1
2015,analítica,1
2015,aprendizagem,1
2015,arrasto,1
2015,assessment,1
2015,astrofísica,1
2015,astronomy,1
2015,ativa,1
2015,atrito,1
2015,audiovisuais,1
2015,audiovisual,1
2015,aula,1
2015,aumento,1
2015,bases,1
2015,basic,1
2015,beetle,1
2015,besouro,1
2015,bolas,1
2015,campo,1
2015,características,1
2015,cartum,1
2015,characteristic,1
2015,chave,1
2015,cidadã,1
2015,científica,1
2015,cinemática,1
2015,cinético,1
2015,circularly,1
2015,citizen,1
2015,ciências,1
2015,column,1
2015,coluna,1
2015,comentada,1
2015,communication,1
2015,conceituais,1
2015,concept,1
2015,conduction,1
2015,condução,1
2015,conservation,1
2015,conservação,1
2015,constant,1
2015,cores,1
2015,cost,1
2015,course,1
2015,courseware,1
2015,current,1
2015,curso,1
2015,curtos,1
2015,curvas,1
2015,curve,1
2015,código,1
2015,demonstrativo,1
2015,desenvolvimento,1
2015,determinação,1
2015,diagnostic,1
2015,didática,1
2015,dinâmica,1
2015,diode,1
2015,disciplina,1
2015,disciplines,1
2015,discordâncas,1
2015,discutindo,1
2015,distance,1
2015,distância,1
2015,distância:uma,1
2015,divulgação,1
2015,dragging,1
2015,dynamics,1
2015,educacional,1
2015,educational,1
2015,elementos,1
2015,eletrônica,1
2015,eletrônicas,1
2015,ensinar,1
2015,epistemológicas,1
2015,equivalence,1
2015,equivalência,1
2015,escaravelho,1
2015,espontâneas,1
2015,estações,1
2015,estudantes,1
2015,evaluations,1
2015,ferramenta,1
2015,field,1
2015,fluid,1
2015,formative,1
2015,friction,1
2015,fundamentos,1
2015,físicos,1
2015,general,1
2015,geometry,1
2015,geométrica,1
2015,geophysical,1
2015,graduação,1
2015,guitar,1
2015,heat,1
2015,higher,1
2015,horizontal,1
2015,ict,1
2015,inertia,1
2015,informatics,1
2015,informática,1
2015,inovadora,1
2015,inspirada,1
2015,instrumentation,1
2015,instrumentação,1
2015,instrumento,1
2015,introduzindo,1
2015,início,1
2015,kinematics,1
2015,kinetic,1
2015,lançamento,1
2015,learning,1
2015,levitation,1
2015,low,1
2015,lâminas,1
2015,maglev,1
2015,maglevs,1
2015,magnetic,1
2015,magnético,1
2015,material,1
2015,mecânica,1
2015,meteorológica,1
2015,meteorológicas,1
2015,methodology,1
2015,metric,1
2015,mobilidade,1
2015,modalidade,1
2015,modelo,1
2015,métrico,1
2015,nanoestruturas,1
2015,nanostructures,1
2015,obter,1
2015,onda,1
2015,operação,1
2015,optics,1
2015,palavras,1
2015,pesquisa,1
2015,plates,1
2015,polarization,1
2015,poços,1
2015,principle,1
2015,princípio,1
2015,princípios,1
2015,problematização,1
2015,problems,1
2015,produzida,1
2015,proposta,1
2015,pursuit,1
2015,quantidade,1
2015,quantum,1
2015,quânticos,1
2015,rail,1
2015,realidade,1
2015,recursos,1
2015,relativity,1
2015,resgate,1
2015,resources,1
2015,restrita,1
2015,riemaniana,1
2015,riemannian,1
2015,riemanniana,1
2015,rotating,1
2015,s,1
2015,sala,1
2015,scarab,1
2015,semiconductors,1
2015,sequência,1
2015,shadow,1
2015,simulations,1
2015,sombra,1
2015,sombras,1
2015,superconductors,1
2015,supercondutora,1
2015,supercondutores,1
2015,século,1
2015,table,1
2015,tecnológico,1
2015,textbooks,1
2015,theory,1
2015,tic,1
2015,tradução,1
2015,transistors,1
2015,trilho,1
2015,térmicos,1
2015,tópicos,1
2015,university,1
2015,universitária,1
2015,universitário,1
2015,uso,1
2015,vantagens,1
2015,video,1
2015,videos,1
2015,vivo,1
2015,voltage,1
2015,weather,1
2015,wells,1
2015,xx,1
2015,youth,1
2016,abordagens,1
2016,acceleration,1
2016,accleration,1
2016,activity,1
2016,adapta,1
2016,alunos,1
2016,analysis,1
2016,animadas,1
2016,animations,1
2016,animações,1
2016,antigo,1
2016,aparato,1
2016,apresentadas,1
2016,astronomia,1
2016,astronomical,1
2016,astronomy,1
2016,atividade,1
2016,automático,1
2016,biomechanics,1
2016,biomecânica,1
2016,black,1
2016,buracos,1
2016,básicas,1
2016,calor,1
2016,capacidade,1
2016,catenary,1
2016,center,1
2016,characterization,1
2016,chave,1
2016,chromatic,1
2016,cinemática,1
2016,cinesiologia,1
2016,coloridos,1
2016,communication,1
2016,conceptual,1
2016,contagem,1
2016,contagens,1
2016,contribuições,1
2016,corpos,1
2016,counting,1
2016,cronômetro,1
2016,curva,1
2016,dark,1
2016,demonstration,1
2016,desenvolvimento,1
2016,didáticas,1
2016,dificuldades,1
2016,dinâmica,1
2016,disk,1
2016,dissipation,1
2016,dissipação,1
2016,drops,1
2016,eletromagnéticas,1
2016,elevador,1
2016,energia,1
2016,energy,1
2016,estudo,1
2016,evento,1
2016,experiment,1
2016,fall,1
2016,finais,1
2016,formation,1
2016,formação,1
2016,forças,1
2016,fotoelétrico,1
2016,free,1
2016,friction,1
2016,físicas,1
2016,g,1
2016,geração,1
2016,gravidade,1
2016,gravitation,1
2016,gravitational,1
2016,gravitação,1
2016,gráficos,1
2016,hands,1
2016,heat,1
2016,high,1
2016,histerese,1
2016,hok,1
2016,holes,1
2016,hysteresis,1
2016,image,1
2016,index,1
2016,inertia,1
2016,instrumentation,1
2016,instrumentação,1
2016,instrumentos,1
2016,interdisciplinares,1
2016,interval,1
2016,intervalos,1
2016,kinematics,1
2016,kinesiology,1
2016,laboratórios,1
2016,laplace,1
2016,laws,1
2016,leds,1
2016,lei,1
2016,leis,1
2016,lens,1
2016,linear,1
2016,loop,1
2016,luxímetro,1
2016,magnetic,1
2016,magnética,1
2016,mass,1
2016,matemática,1
2016,matemáticas,1
2016,material,1
2016,materials,1
2016,mathematica,1
2016,mathematics,1
2016,measurements,1
2016,mechanical,1
2016,mecânica,1
2016,medida,1
2016,medindo,1
2016,michell,1
2016,moderno,1
2016,modificar,1
2016,movimento,1
2016,negros,1
2016,nonlinear,1
2016,obtenção,1
2016,onda,1
2016,ondas,1
2016,optical,1
2016,pak,1
2016,papel,1
2016,participantes,1
2016,partículas,1
2016,percepções,1
2016,períodos,1
2016,photoelectric,1
2016,photogate,1
2016,placa,1
2016,polarization,1
2016,posturas,1
2016,problemas,1
2016,problems,1
2016,professores,1
2016,projector,1
2016,propagação,1
2016,propriedades,1
2016,pulse,1
2016,pulso,1
2016,radiation,1
2016,radiação,1
2016,real,1
2016,refractive,1
2016,refração,1
2016,reproduzido,1
2016,rotation,1
2016,rotação,1
2016,rígidos,1
2016,school,1
2016,scientific,1
2016,simples,1
2016,simulações,1
2016,smartphone,1
2016,stability,1
2016,stars,1
2016,statistics,1
2016,stellarium,1
2016,stopwatch,1
2016,superfícies,1
2016,tablet,1
2016,tempos,1
2016,thermal,1
2016,time,1
2016,transit,1
2016,translation,1
2016,translação,1
2016,unity,1
2016,uso,1
2016,venus,1
2016,verificação,1
2016,video,1
2016,virtuais,1
2016,vision,1
2016,índice,1
2017,039,1
2017,1917,1
2017,1991,1
2017,2015,1
2017,2017,1
2017,a.c,1
2017,acesso,1
2017,agricultural,1
2017,agrárias,1
2017,amadora,1
2017,amateur,1
2017,analogias,1
2017,analogies,1
2017,analysis,1
2017,aplicações,1
2017,apolo,1
2017,application,1
2017,applied,1
2017,aproveitamento,1
2017,arduino,1
2017,associação,1
2017,astro3d,1
2017,astrobiologia,1
2017,astrobiology,1
2017,astrônomos,1
2017,atividade,1
2017,aulas,1
2017,avaliação,1
2017,book,1
2017,braking,1
2017,bridging,1
2017,c.a,1
2017,características,1
2017,cariclo,1
2017,caso,1
2017,celeste,1
2017,celestes,1
2017,celestial,1
2017,cinemática,1
2017,coefficient,1
2017,cognitive,1
2017,cognitivo,1
2017,cold,1
2017,colisão,1
2017,compreensão,1
2017,conceitos,1
2017,condição,1
2017,conflict,1
2017,conflito,1
2017,contextos,1
2017,contextualization,1
2017,contextualização,1
2017,conteúdo,1
2017,convergent,1
2017,correlation,1
2017,correlação,1
2017,critical,1
2017,crítica,1
2017,cursos,1
2017,curva,1
2017,curvas,1
2017,curve,1
2017,dark,1
2017,demonstrative,1
2017,demonstrativo,1
2017,desempenho,1
2017,desempenhos,1
2017,diagrams,1
2017,didactic,1
2017,didática,1
2017,disciplinas,1
2017,discourse,1
2017,discurso,1
2017,discussão,1
2017,distortion,1
2017,distorção,1
2017,dynamics,1
2017,efeito,1
2017,egressos,1
2017,eletricidade,1
2017,elevador,1
2017,endoergic,1
2017,endoérgicas,1
2017,escolar,1
2017,escolas,1
2017,esféricos,1
2017,espelhos,1
2017,estatístico,1
2017,estrada,1
2017,exoergic,1
2017,exoérgicas,1
2017,experiment,1
2017,experimento,1
2017,experimentos,1
2017,experiments,1
2017,explorando,1
2017,feitas,1
2017,fenômeno,1
2017,formação,1
2017,frenagem,1
2017,frenagens,1
2017,fria,1
2017,fundamental,1
2017,fácil,1
2017,físicos,1
2017,gain,1
2017,ganho,1
2017,generalizada,1
2017,generalized,1
2017,geometrical,1
2017,guerra,1
2017,habilitação,1
2017,habitabilidade,1
2017,habitability,1
2017,habitable,1
2017,hake,1
2017,harmônica,1
2017,heat,1
2017,ill,1
2017,inicial,1
2017,integrando,1
2017,interactive,1
2017,interativa,1
2017,interativas,1
2017,interdisciplinar,1
2017,interdisciplinaridade,1
2017,interdisciplinarity,1
2017,internship,1
2017,island,1
2017,kinematics,1
2017,laser,1
2017,law,1
2017,lei,1
2017,leitura,1
2017,leituras,1
2017,licenciandas,1
2017,literature,1
2017,maccone,1
2017,martins,1
2017,materiais,1
2017,material,1
2017,materials,1
2017,matter,1
2017,menores,1
2017,meteorology,1
2017,methods,1
2017,metodologias,1
2017,minor,1
2017,mirror,1
2017,model,1
2017,modelo,1
2017,motocicleta,1
2017,motocicletas,1
2017,motorcycle,1
2017,movimento,1
2017,multilevel,1
2017,multinível,1
2017,método,1
2017,normalized,1
2017,observando,1
2017,oficial,1
2017,optics,1
2017,oscillator,1
2017,panorâmico,1
2017,papel,1
2017,pati,1
2017,performance,1
2017,perspectiva,1
2017,pilha,1
2017,piloto,1
2017,placa,1
2017,planets,1
2017,popular,1
2017,presente,1
2017,problem,1
2017,problems,1
2017,professional,1
2017,profissional,1
2017,proposta,1
2017,pública,1
2017,quantum,1
2017,questions,1
2017,quântica,1
2017,reading,1
2017,reações,1
2017,receptor,1
2017,recicláveis,1
2017,recordações,1
2017,recyclable,1
2017,rede,1
2017,refletindo,1
2017,relations,1
2017,relativos,1
2017,relações,1
2017,research,1
2017,restitution,1
2017,review,1
2017,s,1
2017,sala,1
2017,sciences,1
2017,sequência,1
2017,series,1
2017,simples,1
2017,simulator,1
2017,smartphones,1
2017,sociedade,1
2017,society,1
2017,soil,1
2017,solo,1
2017,solving,1
2017,structured,1
2017,sunset,1
2017,supervised,1
2017,sítio,1
2017,technology,1
2017,tecnologia,1
2017,teorema,1
2017,termodinâmica,1
2017,textbook,1
2017,texto,1
2017,texts,1
2017,theorem,1
2017,three,1
2017,tipos,1
2017,traffic,1
2017,types,1
2017,técnica,1
2017,uncertainty,1
2017,universo,1
2017,urban,1
2017,utilização,1
2017,via,1
2017,voltaica,1
2017,voltameter,1
2017,voting,1
2017,war,1
2017,water,1
2017,zone,1
2018,2ograu,1
2018,abordagem,1
2018,abordagens,1
2018,acoustics,1
2018,activities,1
2018,alternador,1
2018,alternative,1
2018,alto,1
2018,alunos,1
2018,analógicos,1
2018,aperture,1
2018,aplicação,1
2018,approximations,1
2018,aprendizagem,1
2018,aprimorando,1
2018,aquisição,1
2018,astronomical,1
2018,astronômicas,1
2018,atomistic,1
2018,atomística,1
2018,aula,1
2018,bicarbonato,1
2018,bicicleta,1
2018,bolas,1
2018,borracha,1
2018,bottle,1
2018,brasileiros,1
2018,brazil,1
2018,browniano,1
2018,busca,1
2018,canais,1
2018,científica,1
2018,científicas,1
2018,circuits,1
2018,ciências,1
2018,clinical,1
2018,clássicos,1
2018,clínica,1
2018,colisões,1
2018,competências,1
2018,computational,1
2018,comunicação,1
2018,conceito,1
2018,conceituais,1
2018,condutor,1
2018,conferências,1
2018,considerações,1
2018,construção,1
2018,contextualization,1
2018,contextualização,1
2018,contribuição,1
2018,conversão,1
2018,cost,1
2018,curiosidade,1
2018,curiosity,1
2018,current,1
2018,curso,1
2018,daytime,1
2018,deficiente,1
2018,deficientes,1
2018,deficients,1
2018,descobertas,1
2018,descontinuidade,1
2018,desenvolvimento,1
2018,desigualdade,1
2018,desigualdades,1
2018,determinar,1
2018,didactic,1
2018,didáticas,1
2018,diferencia,1
2018,dificuldades,1
2018,digitais,1
2018,dinâmica,1
2018,discontinuity,1
2018,distance,1
2018,distância,1
2018,divulgacão,1
2018,divulgation,1
2018,divulgação,1
2018,dynamics,1
2018,educacionais,1
2018,educational,1
2018,educação,1
2018,electricity,1
2018,electrostatics,1
2018,eletricidade,1
2018,eletrostática,1
2018,elétricos,1
2018,energy,1
2018,ensinar,1
2018,entrevista,1
2018,epistemological,1
2018,epistemológica,1
2018,erros,1
2018,escola,1
2018,espaços,1
2018,espelhos,1
2018,estrelas,1
2018,exam,1
2018,exame,1
2018,exchange,1
2018,experiment,1
2018,experimentais,1
2018,experimentation,1
2018,experimentação,1
2018,experiência,1
2018,explanations,1
2018,explicações,1
2018,federal,1
2018,ferramenta,1
2018,ferramentas,1
2018,field,1
2018,filosofia,1
2018,finite,1
2018,finitos,1
2018,foguete,1
2018,foguetes,1
2018,force,1
2018,formais,1
2018,formal,1
2018,força,1
2018,functions,1
2018,função,1
2018,gas,1
2018,gases,1
2018,gaussian,1
2018,gaussiana,1
2018,gaussianas,1
2018,general,1
2018,geometric,1
2018,gravitation,1
2018,gráfico,1
2018,habilidades,1
2018,harmônico,1
2018,heat,1
2018,hologramas,1
2018,holograms,1
2018,holographic,1
2018,holográfica,1
2018,holográficas,1
2018,ii,1
2018,image,1
2018,imagem,1
2018,impact,1
2018,impacto,1
2018,implicações,1
2018,inequality,1
2018,inertia,1
2018,informais,1
2018,information,1
2018,informação,1
2018,ingênua,1
2018,integração,1
2018,interna,1
2018,interval,1
2018,intervalo,1
2018,interview,1
2018,investigative,1
2018,inércia,1
2018,laboratories,1
2018,larga,1
2018,law,1
2018,learning,1
2018,legado,1
2018,limitações,1
2018,livros,1
2018,lições,1
2018,low,1
2018,lucie,1
2018,lâminas,1
2018,lâmpada,1
2018,matemáticas,1
2018,mathematical,1
2018,measurement,1
2018,mechanics,1
2018,modelização,1
2018,modelling,1
2018,modelo,1
2018,moment,1
2018,momentum,1
2018,motivational,1
2018,motor,1
2018,naive,1
2018,number,1
2018,observations,1
2018,observações,1
2018,ondulatory,1
2018,orientations,1
2018,oscillations,1
2018,parabólicos,1
2018,parallax,1
2018,pará,1
2018,pattens,1
2018,pendulum,1
2018,período,1
2018,pesquisadores,1
2018,phenomena,1
2018,philosophy,1
2018,photogates,1
2018,pierre,1
2018,pirâmide,1
2018,pirâmides,1
2018,plana,1
2018,polinomial,1
2018,portas,1
2018,potencial,1
2018,potencialmente,1
2018,pressão,1
2018,problema,1
2018,problematization,1
2018,problematização,1
2018,process,1
2018,processamento,1
2018,processing,1
2018,produção,1
2018,professores,1
2018,proposta,1
2018,propulsionados,1
2018,psicométrica,1
2018,psicométricas,1
2018,psychometric,1
2018,pyramids,1
2018,qualidade,1
2018,quality,1
2018,quantum,1
2018,questões,1
2018,quântica,1
2018,química,1
2018,reação,1
2018,recorrência,1
2018,recursos,1
2018,relatividade,1
2018,relativity,1
2018,relato,1
2018,relevo,1
2018,reprodutoras,1
2018,resources,1
2018,resultados,1
2018,revisão,1
2018,rockets,1
2018,simple,1
2018,simulação,1
2018,socioeconomic,1
2018,socioeconômicas,1
2018,socioeconômico,1
2018,som,1
2018,spaces,1
2018,stars,1
2018,sun,1
2018,superfícies,1
2018,surface,1
2018,sódio,1
2018,teacher,1
2018,techniques,1
2018,technological,1
2018,technologies,1
2018,tecnologias,1
2018,tecnológicos,1
2018,time,1
2018,tool,1
2018,tools,1
2018,tradicionais,1
2018,training,1
2018,transducer,1
2018,transdutor,1
2018,transferência,1
2018,trigonometric,1
2018,trigonométricas,1
2018,técnicas,1
2018,ultrasound,1
2018,ultrassônica,1
2018,ultrassônicas,1
2018,universidade,1
2018,use,1
2018,uso,1
2018,utilizando,1
2018,validando,1
2018,validation,1
2018,validação,1
2018,vinagre,1
2018,visto,1
2018,visuais,1
2018,volume,1
2018,volumes,1
2018,ângulos,1
2018,ótica,1
2018,óticas,1
2019,accommodation,1
2019,acertos,1
2019,acquisition,1
2019,active,1
2019,activities,1
2019,adiabatic,1
2019,adiabática,1
2019,alfa,1
2019,algoritmo,1
2019,alpha,1
2019,animation,1
2019,animations,1
2019,animação,1
2019,animações,1
2019,aplicação,1
2019,aplicações,1
2019,applied,1
2019,approximation,1
2019,aprisionados,1
2019,aproximação,1
2019,artigo,1
2019,aspectos,1
2019,astrofísica,1
2019,astrophysics,1
2019,atividade,1
2019,automatic,1
2019,av,1
2019,ball,1
2019,baseada,1
2019,based,1
2019,beam,1
2019,beliefs,1
2019,bidimensional,1
2019,blindado,1
2019,blindness,1
2019,bola,1
2019,c,1
2019,calor,1
2019,campo,1
2019,características,1
2019,carregados,1
2019,caso,1
2019,cego,1
2019,científicas,1
2019,colaborativo,1
2019,coleta,1
2019,collaborative,1
2019,coloidais,1
2019,comentários,1
2019,comparativo,1
2019,compression,1
2019,compressão,1
2019,computacionais,1
2019,computacional,1
2019,computação,1
2019,computing,1
2019,conceituais,1
2019,consequências,1
2019,constant,1
2019,cost,1
2019,crenças,1
2019,cristalino,1
2019,crystalline,1
2019,current,1
2019,cursos,1
2019,data,1
2019,deaf,1
2019,demonstração,1
2019,desenvolvimento,1
2019,deutsch,1
2019,didatic,1
2019,didáticas,1
2019,didáticos,1
2019,dielectric,1
2019,distance,1
2019,distorções,1
2019,effect,1
2019,efficacy,1
2019,elaboração,1
2019,electricity,1
2019,electrodynamics,1
2019,electrostatic,1
2019,eletromagnéticas,1
2019,eletrost,1
2019,eletrostética,1
2019,episodes,1
2019,epistemológicos,1
2019,episódios,1
2019,estrelas,1
2019,estrutura,1
2019,evolução,1
2019,exothermic,1
2019,exotérmicas,1
2019,experiment,1
2019,experimentation,1
2019,experimentação,1
2019,exploratório,1
2019,feixe,1
2019,fermiônicos,1
2019,ferramenta,1
2019,field,1
2019,filling,1
2019,filosofia,1
2019,fire,1
2019,flexible,1
2019,flexíveis,1
2019,fogo,1
2019,fontes,1
2019,formação,1
2019,fotômetro,1
2019,fusão,1
2019,físico,1
2019,gain,1
2019,gamification,1
2019,ganho,1
2019,gaussian,1
2019,gaussiano,1
2019,gráfica,1
2019,hake,1
2019,harmônico,1
2019,hidrodinâmica,1
2019,hidrostático,1
2019,historical,1
2019,history,1
2019,história,1
2019,históricos,1
2019,hit,1
2019,human,1
2019,humana,1
2019,humano,1
2019,hydrodinamics,1
2019,hydrostatic,1
2019,inclined,1
2019,inclusivo,1
2019,induced,1
2019,induction,1
2019,induzida,1
2019,instrument,1
2019,instrumentation,1
2019,instrumentação,1
2019,instrumento,1
2019,instrutiva,1
2019,integrado,1
2019,interativas,1
2019,interdisciplinar,1
2019,interferômetro,1
2019,introdução,1
2019,investigação,1
2019,início,1
2019,isqueiro,1
2019,lattice,1
2019,law,1
2019,lei,1
2019,lens,1
2019,lenses,1
2019,lente,1
2019,lentes,1
2019,limite,1
2019,linha,1
2019,livro,1
2019,livros,1
2019,low,1
2019,líquidos,1
2019,mach,1
2019,machines,1
2019,magnetic,1
2019,magnetismo,1
2019,magnético,1
2019,map,1
2019,mapa,1
2019,meaningful,1
2019,measurement,1
2019,medida,1
2019,medidor,1
2019,medindo,1
2019,meter,1
2019,millikan,1
2019,modelagem,1
2019,modelar,1
2019,modeling,1
2019,modulation,1
2019,movimento,1
2019,multidimensionais,1
2019,máquinas,1
2019,método,1
2019,módulo,1
2019,nature,1
2019,natureza,1
2019,new,1
2019,nonlinear,1
2019,normalized,1
2019,nuclear,1
2019,ohm,1
2019,ohms,1
2019,olho,1
2019,ondulatória,1
2019,operacionalismo,1
