id,UR,TI,PY,KW,ABEN,ABPT
170,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172019000300418&lang=pt,Grandezas físicas multidimensionais,2019,Grandezas físicas # Operacionalismo # Teoria da Medida # Physical Quantities # Operationalism # Measurement theory,"Abstract In the present paper we present the continuation of the recent paper “One-dimensional physical quantities”, published in Revista Brasileira de Ensino de Física. The operational construction of a physical quantity passes through the definition of its domain, separation of the domain into equivalence classes and, finally, the injective association of equivalence classes into a value space. This formulation is outlined here to encompass multidimensional quantities, including vectors, dual vectors and tensors. Adopting an operational bias, in this case, allows us to re-signify seemingly tautological topics of mathematics, such as geometry and topology, from its connection to the physical world.","No presente trabalho apresentamos a continuação do recente artigo “Grandezas Físicas Unidimensionais”, publicado na Revista Brasileira de Ensino de Física. A construção operacional de uma grandeza passa pela definição de seu domínio, separação do domínio em classes e, por fim, associação injetiva de um espaço de valores às classes. Essa formulação é aqui delineada para abarcar grandezas multidimensionais, incluindo vetores, vetores duais e tensores. Adotar um viés operacional, nesse caso, permite ressignificar assuntos aparentemente tautológicos da matemática, como geometria e topologia, a partir de sua conexão com o mundo físico."
171,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172019000100606&lang=pt,Proposta didático experimental para o ensino inclusivo de ondas no ensino médio,2019,Som # Luz # Arduino # Cego-surdo # Sound # Light # Arduino # Deaf-blindness,"Abstract The models available for teaching waves, especially in high school, do not consider the stage of real development in which the vast majority of students are [1]. Allied to this, the difficulty in presenting frequencies, either of electromagnetic or sonorous nature, different from the bands that we can interpret through our senses, tends to constitute a huge epistemological obstacle. In an attempt to shed some light on this problem, we have developed two experiments that have relations between invisible and inaudible frequencies but which, through processing with Arduino platform, can be converted into audible frequencies. Thus, we intend to unveil this invisible world, bringing to the classroom experiments that can be used, even by students with blindness or deafness.","Os modelos disponíveis para o ensino de ondas, principalmente no ensino médio, não levam em consideração o estágio de desenvolvimento real em que se encontra a grande maioria dos estudantes [1]. Aliado a isso, a dificuldade em se apresentar frequências, sejam de natureza eletromagnética ou mecânica (sonora), diferentes das faixas que somos capazes de interpretar através dos nossos sentidos, tende a constituir um enorme obstáculo epistemológico. Numa tentativa de lançar alguma luz sobre esse problema, desenvolvemos dois experimentos que apresentam relações entre frequências invisíveis e inaudíveis, mas que, através do processamento com a plataforma Arduino, podem ser convertidas em frequências que sensibilizem nossos sentidos. Desta forma pretende-se descortinar esse mundo invisível, trazendo para a sala de aula experimentos que podem ser utilizados, inclusive, por estudantes com deficiência visual ou auditiva."
172,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400603&lang=pt,Divulgacão e ensino de Astronomia e Física por meio de abordagens informais,2018,Divulgação científica # observações astronômicas # ensino de Astronomia # educação em espaços não formais # ensino de Física # Scientific divulgation # astronomical observations # Astronomy teaching # education in non-formal spaces # Physics teaching,"Abstract Astronomy is one of the oldest natural sciences and have been developed by different civilizations and with different purposes in the last millennia. In Brazil, several astronomical topics are teached in basic education, both at the fundamental and medium levels. In addition, the number of researches and activities about scientific dissemination and teaching in non-formal places is increasing. Educational activities and scientific dissemination in this context, if well done, can contribute to the socialization and popularization of astronomy knowledge. Besides that, they can help to improve the knowledge of teachers and students. In this way, the debate on the subject is important and should be instigated both in the non-academic context and in the scope of teacher and student training. In this way, a practical project of the Physics Department (CODAFIS) of the Federal Institute of Minas Gerais - Campus Ouro Preto (IFMG-OP) was started in 2011, offering observations and activities on Astronomy for the local population and neighboring cities. Since then, more than 7,000 people have attended the actions, which shows the large potential of the theme. Astronomy discussions naturally lead to Physics, when concepts and many other subjects can be treated in an applied way. In general, people are more interested in activities in this context than in traditional teaching environments. However, poorly designed or poorly developed activities can generate adverse reactions in the public, leading to dislike on the subject. Thus, this article's main objective is to identify elements that can culminate with the non-effectiveness of the observation activities. In addition, it seeks to identify parameters that are determinant for the success of the actions, in addition to sharing empirical knowledge obtained with the development of the project and to encourage groups, academic or otherwise, to develop similar astronomical activities in formal and non-formal educational environments and also in different regions of the country.","A Astronomia é uma das mais antigas ciências naturais, tendo sido desenvolvida por diferentes civilizações e com distintos propósitos nos últimos milênios. No Brasil, vários tópicos astronômicos permeiam a educação básica, tanto em nível fundamental quanto médio. Somado a isso, nas últimas décadas vem crescendo o número de pesquisas e o interesse pela divulgação científica e pelo ensino em espaços não-formais de educação. As atividades educacionais e a divulgação científica nesse contexto, se bem exploradas, podem contribuir para a socialização e a popularização de conhecimentos sobre Astronomia. Além disso, podem servir de suporte à formação de professores e alunos. Dessa forma, o debate sobre o tema é importante e deve ser instigado tanto no âmbito não acadêmico quanto no âmbito da formação docente e discente. Frente a isso, um projeto de extensão da Coordenadoria de Física (CODAFIS) do Instituto Federal de Minas Gerais - Campus Ouro Preto (IFMG-OP) foi iniciado em 2011, oferecendo observações e atividades sobre Astronomia para a população local e das cidades vizinhas. Desde então, mais de 7.000 pessoas já participaram das ações, demonstrando o imenso potencial do tema. As discussões sobre Astronomia levam normalmente a discussões sobre Física, quando conceitos e vários outros assuntos podem ser tratados de forma aplicada, fomentando o interesse por esses temas. No entanto, atividades mal elaboradas ou mal desenvolvidas podem gerar reações adversas no público, causando resistência com relação ao assunto. Assim, esse artigo tem como objetivo principal identificar elementos que podem culminar com a não efetividade das atividades de observação. Além disso, busca-se identificar parâmetros que sejam determinantes para o êxito das ações, além de compartilhar conhecimentos empíricos obtidos com o desenvolvimento do projeto e encorajar grupos, acadêmicos ou não, a desenvolverem atividades astronômicas similares em ambientes formais e não-formais de ensino e também em diferentes regiões do país."
173,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400602&lang=pt,Aprimorando e validando um fotogate de baixo custo,2018,fotogate # experimento de baixo custo # momento de inércia # intervalo de tempo # photogate # low cost experiment # moment of inertia # time interval,"Abstract This paper presents the development and validation of a low cost instrument that can be used for time interval measurements, and in other physics experiments. It is proposed to build a photogate combining the simplicity and economy, making it simpler and cheaper than those on the market. The construction of this instrument is based on the use of a light-dependent resistor (LDR) and a LASER pointer, with simple and elementary connections, which characterizes it as a low-cost measuring instrument. Its validation was carried out by comparing the results of the moment of inertia of a homogeneous and thin bar and the experiments carried out in a laboratory, proving its effectiveness as a time variation collection instrument. It is also proposed an experimental activity, whose objective is to determine the landing point of a sphere thrown horizontally from the top of a table at any speed. Its use tends to facilitate the diffusion and access to this type of instrument of measures between high school teachers and educational institutions, being ideal to constitute a science laboratory.","Este trabalho apresenta o desenvolvimento e validação de um instrumento de baixo custo que pode ser utilizado para medidas de intervalos de tempo, e em outros experimentos de física. Propõe-se a construção de um fotogate aliando a simplicidade e a economia, o que o torna mais simples e barato do que aqueles que se encontram no mercado. A construção desse instrumento baseia-se na utilização de um resistor dependente de luz (LDR) e um apontador LASER, com conexões simples e elementares o que o caracteriza como instrumento de medida de baixo custo. A sua validação ocorreu através da comparação entre os resultados do momento de inércia de uma barra homogênea e delgada e os experimentos realizados em um laboratório, comprovando sua efetividade como instrumento de coleta de variação de tempo. Propõe-se ainda uma atividade experimental, cujo objetivo é determinar o ponto de aterrissagem de uma esfera lançada horizontalmente do tampo de uma mesa, a uma velocidade qualquer. O seu uso tende a facilitar a difusão e o acesso a este tipo de instrumento de medidas entre professores do ensino médio e instituições de ensino, sendo ideal para constituir um laboratório de ciências."
174,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400606&lang=pt,Lâminas em alto-relevo para ensinar fenômenos ondulatórios a deficientes visuais,2018,Ensino de Física # Ondas # Fenômenos Ondulatórios # Deficiente Visual # Método Braille # Physics Teaching # Waves # Ondulatory Phenomena # Visual Deficients # Braille Method,"Abstract It will be presented in this paper, the elaboration and testing of an educational product entitled High-Relief Sheets for Teaching Waves and Ondulatory Phenomena to Visual Deficients. Forty-seven high-relief sheets were made of plastic material with the use of commercial punches like center punch of 5 mm (used for the contour of the images), PZ1 (used for curves representation) and T10 (used to emphasize points or structures different from the previous ones). The basic content of what is usually called ondulatory in the textbooks of high school was covered. The product was tested in ten one-hour and forty-minute classes given to a totally visual impaired student, whose prior knowledge of the subject was evaluated through a pre-test with questions from the National High School Examination (ENEM, in Portuguese). At the end of the test, the student's conceptual appropriation was evaluated through a post-test, with five questions extracted from the pre-test and five other questions also extracted from the ENEM, but different from those used in the pre-test. From the student's post-test performance, and from his evident satisfaction, expressed in several comments, it is believed that the product is potentially useful for large-scale use.","Apresenta-se neste trabalho o planejamento, a elaboração e a testagem de um produto educacional intitulado Lâminas em Alto Relevo para o Ensino de Ondas e Fenômenos Ondulatórios a Deficientes Visuais. Quarenta e sete Lâminas em alto relevo foram confeccionadas em material plástico, com o uso de punções comerciais do tipo punção de centro de 5 mm (utilizada para o contorno das imagens), PZ1 (utilizada para representação de curvas) e T10 (utilizada para salientar pontos ou estruturas diferentes das anteriores). Foi abordado o conteúdo básico do que se costuma denominar ondulatória nos livros didáticos do ensino médio. O produto foi testado em dez aulas de uma hora e quarenta minutos, ministradas a um deficiente visual total, cujo conhecimento prévio no assunto foi avaliado por meio de um pré-teste com questões do Exame Nacional do Ensino Médio (ENEM). Ao final da testagem, a apropriação conceitual do aluno foi avaliada por meio de um pós-teste, com cinco questões extraídas do pré-teste e outras cinco questões também extraídas do ENEM, mas diferentes daquelas usadas no pré-teste. Pelo rendimento do estudante no pós-teste, e pela sua evidente satisfação, externada em diversos comentários, acredita-se que o produto é potencialmente útil para uso em larga escala."
175,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300505&lang=pt,Orientações motivacionais de alunos do ensino médio para física: considerações psicométricas,2018,Orientações motivacionais # Ensino de física # Validação de escala psicométrica # Motivational orientations # Physics teaching # Validation of psychometric scale,"Abstract This study investigated motivational orientations of high school students related to Physics and sought to contribute to the deepening of the discussion about the proposition and validation of instruments of measures of psychological variables. The Motivation Scale: Didactic Activities of Physics (EMADF) was used to evaluate 1155 students. An exploratory factorial analysis was carried out followed by descriptive statistical analysis. Five factors explaining 55.46% of the total data variance were found. Results show a self-determined regulation, with students mostly intrinsically and extrinsically motivated by identified regulation, thus revealing an autonomous or self-determined motivation. These results reveal a highly favorable pattern, as it is strongly associated with effort, attention, persistence, proactivity and more positive emotions.","O presente estudo investigou as orientações motivacionais de estudantes do Ensino Médio em relação à disciplina de Física e buscou contribuir com o aprofundamento da discussão acerca da proposição e validação de instrumentos de medidas de variáveis psicológicas. Foi utilizada a Escala de Motivação Atividades Didáticas de Física (EMADF) para avaliar 1155 estudantes. Foi realizada análise fatorial exploratória seguida de análise estatística descritiva. Foram encontrados cinco fatores que explicam 55,46% da variância total dos dados. Os resultados mostram uma regulação autodeterminada, com alunos majoritariamente motivados intrinsecamente e extrinsecamente por regulação identificada revelando, portanto, uma motivação autônoma ou autodeterminada. Esses resultados revelam um padrão altamente favorável, pois associa-se fortemente a comportamentos de esforço, atenção, persistência, proatividade e emoções mais positivas."
176,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300604&lang=pt,Uma abordagem didática para a pressão interna de foguetes de garrafa PET propulsionados pela reação química entre vinagre e bicarbonato de sódio,2018,Foguete de Garrafa PET # Equação de Clausius-Clapeyron # Equação dos gases de van der Waals # PET Bottle Rockets # Clausius-Clapeyron equation # van der Waals gas equation,"Abstract The aim of this article is to present the search of a mathematical relation between the amount of reagents and the internal pressure on PET bottle rockets suitable to the level IV of the Brazilian Rocket Exhibition. Initially, it was described the dioxide carbon produced by the chemical reaction between the vinegar and the sodium bicarbonate through Clausius-Clapeyron equation. The predicted results from this approach didn't match from those obtained experimentally. Subsequently, it was adopted the van der Waals gas equation to describe the gas behavior. According to this wide study, it was observed that the last approach is able to describe the pressure behavior in the regime between 0 – 60PSI. Above 60PSI none of the theoretical purposes were able to describe the internal pressure behavior. Consequently, it was understood that the increasing of internal pressure moves the chemical equilibrium to the side of reagents (Le Chatelier's Principle) and it was concluded that is possible to obtain an empirical relation between the pressure and amount of reagents, if it is assumed an attenuation pressure dependent factor in the mols number produced by the chemical reaction. This study can be implemented as an integration resource of the contents approached in high school mainly Physics and Chemistry.","O objetivo deste artigo é apresentar a busca de uma relação matemática entre a quantidade de reagentes e a pressão interna em foguetes de garrafa PET adequados ao nível IV da Mostra Brasileira de Foguetes. Inicialmente, foi descrito o dióxido de carbono produzido na reação entre o vinagre e o bicarbonato de sódio, através da equação de Clausius-Clapeyron. Os resultados previstos por esta abordagem não concordaram com os valores experimentalmente obtidos. Posteriormente, adotou-se a equação dos gases de van der Waals para descrever o comportamento do gás. Deste amplo estudo, observou-se que a última abordagem é capaz de descrever o comportamento da pressão no regime entre 0 -- 60PSI. Acima de 60PSI nenhuma das abordagens descreveu a pressão de forma satisfatória. Consequentemente, entendeu-se que o aumento na pressão interna desloca o equilíbrio químico para o lado dos reagentes (Princípio de Le Chatelier) e concluiu-se que é possível obter uma equação empírica, que vincula a quantidade de reagentes e a pressão interna se for adotado um fator de atenuação dependente da pressão no número de mols de gás produzidos. Este estudo pode ser implementado como recurso de integração dos conteúdos abordados no ensino médio nas disciplinas de Física e Química."
177,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300413&lang=pt,Uma revisão das aproximações lineares para grandes amplitudes de oscilações do período de um pêndulo simples,2018,Pêndulo simples # aproximações lineares # grandes amplitudes # simple pendulum # linear approximations # large amplitudes,"Abstract Although the   sin θ ≈ θ approximation to calculate the period of a simple pendulum is well-known and studied from the first year of high school, it only has good results for small oscillation amplitudes. Now, the approximations for large oscillation amplitudes are almost completely unknown by the vast majority of theachers and students of high school and of undergraduate. Hence, in this work, we review the main approximation suggestions for large oscillation amplitudes to calculate the period of a simple pendulum and we make a comparison between their results, too.","Embora a aproximação   sin θ ≈ θ para determinação do período de um pêndulo simples seja muito bem conhecida e estudada desde o primeiro ano do ensino médio, ela tem bons resultados somente para pequenas amplitudes de oscilações. Já as aproximações para grandes amplitudes de oscilações são praticamente desconhecidas pela grande maioria dos professores e alunos do ensino médio e superior. Então, neste trabalho, nós fazemos uma revisão das principais sugestões de aproximações lineares para grandes amplitudes de oscilações para o cálculo do período de um pêndulo simples e uma comparação entre seus resultados."
178,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000100602&lang=pt,Produção de espelhos parabólicos e construção do conceito de função polinomial de 2ograu,2018,Óptica Geométrica # funções matemáticas # contextualização # Geometric Optics # mathematical functions # contextualization,"One of the biggest obstacles to learn physics in High School is, according teachers’ account, their mathematical approach. In this paper we propose an activity that integrates Physics and Math contents, in order to make quadratic function significant for the students. We report the activities planned and implemented in the classroom, with High School 1st year students in a public school located within the RS. The activities referred to the production of parabolic mirrors in two different models, followed by the construction of the concept of 2nd degree polynomial (the so called quadratic function). Therefore, we used both the classroom space and students’ home space, allowing experience learning during the period that lasted the activity. We work under a constructivist methodology. We conclude that such activities class, called hands-on, can really bring significance to the concepts usually covered abstractly in textbooks.","Um dos maiores obstáculos para aprender Física no Ensino Médio é, segundo o relato dos professores, sua abordagem matemática. Neste trabalho propomos uma atividade que integra conteúdos de física e matemática, de forma a tornar a função quadrática significativa para os estudantes. Relatamos as atividades planejadas e aplicadas em sala de aula, com alunos do 1° ano do Ensino Médio de uma escola pública situada no interior do RS. As atividades referiam-se a produção de espelhos parabólicos em dois modelos diferentes, e na sequência a construção do conceito de função polinomial de 2o grau (a chamada função quadrática). Foram utilizados tanto o espaço da sala de aula como o espaço da casa dos estudantes, permitindo vivenciar a aprendizagem durante o tempo que a atividade durou. Trabalhamos com a metodologia construtivista. Concluímos que tal classe de atividades, denominadas hands-on, realmente conseguem trazer significância para os conceitos normalmente abordados de forma abstrata nos livros didáticos."
179,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300503&lang=pt,A Natureza da Ciência na escola por meio de um material didático sobre a Gravitação,2018,Ensino de Física # Natureza da Ciência # História e Filosofia da Ciência # Gravitação no Ensino Médio # Relatividade Geral no Ensino Médio # Physics Teaching # Nature of Science # History and Philosophy of Science # Gravitation in High School # General Relativity in High School,"Abstract We present in this work the results of a research that aimed to establish a set of suggestions for a didactic treatment of the Nature of Science, with students of physics in High School. To this goal, we developed a teaching unit composed of texts on the development of Gravitation, with an epistemological view based on the elements of Lakatos epistemology, along with electronic presentations and activities based on the subjects studied. Among our findings, we consider aspects related to the use of texts in class, the presentation of specific terms of epistemology to students, and the difficulties faced by both students and teachers when working with the unit.","Apresentamos neste trabalho os resultados de uma pesquisa que objetivou estabelecer um conjunto de recomendações para um tratamento didático da Natureza da Ciência, junto a alunos de Física do Ensino Médio. Para esse fim, elaboramos uma unidade de ensino composta por textos sobre o desenvolvimento da Gravitação, com um olhar epistemológico baseado nos elementos da epistemologia de Lakatos, juntamente com apresentações eletrônicas e atividades baseadas nos assuntos trabalhados. Entre nossas constatações, consideramos aspectos relacionados ao uso de textos nas aulas, na apresentação de termos específicos da epistemologia aos alunos, e nas dificuldades enfrentadas tanto pelos alunos quanto pelos professores."
180,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300501&lang=pt,Uma busca por questões de Física do ENEM potencialmente não reprodutoras das desigualdades socioeconômicas,2018,ENEM # desigualdade # socioeconômico # exame de larga escala # Física # ENEM # inequality # socioeconomic # large-scale exam # physics,"The National High School Exam is the second largest large-scale exam in the world. In Brazil, the students’ performance in the test is the main selection criteria to access higher education. The association between student performance and socioeconomic status in large-scale exams has been investigated by researchers in the education field since the late 1960s. To overcome this influence, researchers need find new alternatives. Therefore, this work presents a research that aims to analyze physics questions in ENEM in order to find examples less associated with context variables. The use of questions with low association with socioeconomic status in the ENEM can lead this assessment to be more socially fair, after all, it would select students mostly by proficiency in a certain area of knowledge and not by socioeconomic status. For this, in order to better define the socioeconomic level of the students participating in the exam, we carried out a Full-Information Factor Analysis (FIFA) on the socioeconomic questionnaire. The results of the analysis lead to seven groups of bivariate socioeconomic levels, obtained by the mix of economic and institutionalized cultural capitals (one of the dimensions of bourdieusian cultural capital). Then, we obtained the proportion of correct responses in the physics questions for each of the capital levels. The questions with lower variability in these proportions between groups are the least associated with context variables. In this article, we identified and analyzed items with these characteristics in the 2009, 2012 and 2015 ENEM tests.","O Exame Nacional do Ensino Médio é o segundo maior exame em larga escala do mundo. No Brasil, o desempenho dos alunos nessa prova é o critério de seleção para cursos em instituições de ensino superior públicas e privadas. A associação entre o desempenho dos estudantes e seu nível socioeconômico nos exames de larga escala é um fator conhecido desde o final da década de 60 por pesquisadores do campo educacional. Com isso, se fazem necessárias pesquisas que busquem encontrar alternativas para minimizar essa associação. Este trabalho apresenta, portanto, uma pesquisa que objetivou analisar as questões de Física do ENEM e encontrar exemplos de itens menos associados com o nível socioeconômico. A utilização de questões com esse perfil na prova do ENEM pode tornar essa seleção mais justa socialmente, afinal, os estudantes não seriam apenas selecionados pelo acúmulo de bens, mas por proficiência em determinada área do conhecimento. Para isso, foi realizada uma Análise Fatorial de Informação Completa (AFIC) do questionário a fim de melhor definir o nível socioeconômico dos alunos participantes do exame. Esse nível socioeconômico foi dividido em sete grupos diferentes que se formaram a partir de uma composição bivariada de capitais econômico e cultural institucionalizado (uma das dimensões do capital cultural bourdieusiano). Em seguida, foram obtidas as médias de acertos nos itens de Física em cada um dos níveis de capital. Os itens com menor variabilidade de proporção de acertos entre os grupos são os que menos se associam com variáveis de contexto. Neste artigo foram identificados e analisados itens com essas características nas provas do ENEM de 2009, 2012 e 2015."
181,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000200605&lang=pt,"Uma aula sobre conversão de energia utilizando bicicleta, motor, alternador e lâmpada",2018,Ensino de física # Energia # Experimentação # Ensino médio # Physics education # Energy # Experimentation # High School,"In this work we present a teaching proposal about energy conversion, through the analysis of a system consisting of a bicycle wheel connected to an alternator and a headlight, activated by an engine. This experiment provides an opportunity to discuss energy conversion, explaining the types of energy involved in the process, the need to power the system, and efficiency in energy use. The proposal was realized in a high school class, in which the students participated in a lecture about energy along with a demonstration of the experiment. The analysis of the data, collected via questionnaires before and after the class, indicates an improvement in the students’ understanding regarding energy conversion and dissipation processes.","Neste trabalho é apresentada uma proposta de ensino sobre conversão de energia, por meio da análise do funcionamento de um sistema constituído por uma roda de bicicleta acoplada à um alternador e farol, acionado por um motor. Este experimento proporciona uma oportunidade para discutir conversões de energia, explicitando os tipos de energia envolvidos no processo, a necessidade de alimentação do sistema e a eficiência no aproveitamento da energia. A proposta foi aplicada a uma turma do ensino médio, em que os alunos participaram de uma aula expositiva sobre energia juntamente com a demonstração do experimento. A análise dos dados coletados, por meio de questionários pré- e pós-teste, mostra que houve uma melhora no entendimento dos alunos em relação aos processos de conversão e dissipação de energia."
182,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000300506&lang=pt,Recorrência de concepções alternativas sobre corrente elétrica em circuitos simples,2018,concepções alternativas # circuitos elétricos # corrente elétrica # eletricidade # entrevista clínica # alternative conceptions # electric circuits # electric current # electricity # clinical interview,"Abstract This paper describes recent results obtained with 32 students from the Middle School regarding alternative conceptions about electric current in simple circuits. A 14-item test developed at IF-UFRGS was used and validated after application to engineering students from the same university in 1989. In the present experiment, 7 students were selected for clinical interviews, from the standard of answers in the written test. The results of the written test were compared to those obtained at UFRGS and analyzed in the context of the international literature relevant to the topic. The recurrence of alternative conceptions, as observed in the present investigation, has already been widely reported by authors from different countries on different continents. The clinical interviews allowed a more detailed investigation of this phenomenon and signaled the need for new didactic approaches in the teaching of electrical circuits.","Descreve-se neste trabalho resultados recentes, obtidos com 32 alunos do Ensino Médio a respeito de concepções alternativas sobre corrente elétrica em circuitos simples. Utilizou-se um teste de 14 itens elaborado no IF-UFRGS e validado após aplicação a alunos de engenharia da mesma universidade, em 1989. No presente experimento, 7 alunos foram selecionados para entrevistas clínicas, a partir do padrão de respostas no teste escrito. Os resultados do teste escrito foram comparados àqueles obtidos na UFRGS e analisados no contexto da literatura internacional pertinente ao tema. Confirmou-se a recorrência de concepções alternativas já amplamente relatada por autores de diversos países em diferentes continentes. As entrevistas clínicas permitiram uma investigação mais detalhada deste fenômeno e sinalizaram a necessidade de novas abordagens didáticas no ensino de circuitos elétricos."
183,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400503&lang=pt,Atividades investigativas e o desenvolvimento de habilidades e competências: um relato de experiência no curso de Física da Universidade Federal do Pará,2018,atividades investigativas # ensino de Física # formação de professores # natureza da ciência # investigative activities # Physics Teaching # Teacher Training # Nature of Science,"Abstract In this work we present an experience report of a pilot discipline implemented in a group of students enrolled in the undergraduate course in Physics (licentiate and bachelor's degree) at the Federal University of Pará, during the first semester of 2017. Based on the use of investigative activities, during the semester, the students were divided into teams and for each them it was proposed an open-ended science problem, for which students had to make hypotheses, plan an experimental apparatus, collect data and interpret the results with the goal of responding the proposed problem. In the analysis of the didactic proposal, we present the main aspects punctuated by the teachers who applied the methodology. When dealing directly with the students, there was a greater involvement in the activities proposed by the teacher and an increase in self-efficacy. Indirectly, there was a greater respect for the creative freedom and learning pace of each student in learning the relevant physics concepts, as well as the development of competences related to the ability to solve research problems and in their daily life. Among other points scored by teachers, a sensitivity of the methodology to the class is highlighted, as well as to the choice of proposed problems.","Neste trabalho apresentamos um relato de experiência de uma disciplina piloto implementada em uma turma de ingressantes no curso de graduação em Física (licenciatura e bacharelado) da Universidade Federal do Pará, durante o primeiro semestre de 2017. Tendo como base o uso de atividades investigativas no ensino, durante o semestre de trabalho, os estudantes foram divididos em equipes e a cada uma delas foi proposto um problema de Ciências em aberto, para o qual os alunos tiveram que emitir hipóteses, planejar um aparato experimental, coletar dados e interpretar os resultados de forma a responder o problema proposto. Na análise da proposta didática, apresentamos os principais aspectos pontuados pelos professores que aplicaram a metodologia. Em se tratando diretamente dos estudantes, pôde-se perceber um maior engajamento nas atividades propostas pelo professor e um aumento da autoeficácia. Indiretamente, observou-se um maior respeito à liberdade criativa e ao ritmo de aprendizado de cada aluno no que tange ao aprendizado dos conceitos de Física relevantes, bem como ao desenvolvimento de competências relacionadas à capacidade de resolver problemas de pesquisa e do seu cotidiano. Entre outros aspectos pontuados pelos professores destacam-se uma sensibilidade da metodologia à turma, bem como à escolha dos problemas propostos."
184,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400502&lang=pt,Dificuldades na aprendizagem de Física sob a ótica dos resultados do Enem,2018,ensino de física # ENEM # concepções não científicas # physics teaching # ENEM # non-scientific conceptions,"Abstract The results of the National High School Examination (ENEM) are an important tool for a diagnosis of educational deficiencies at the end of a training cycle. This exam is a relevant source of data for the evaluation of what is learned by high school students. In this paper, twelve selected questions are presented, from the Natural Sciences exam in the period between 2009 and 2014, questions that were classified as ""physics questions"", in which the alternatives reveal well-delimited non-scientific conceptions described in the literature. From the students' performance on these items, observations about the learning process in physics in basic education are made. This study reveals that there are some permanent difficulties in understanding basic concepts of mechanics, thermal phenomena and geometric optics. Many of these questions point to the presence and even predominant role of non-scientific conceptions described in the research literature in physics teaching. Even knowing how difficult it is to modify these conceptions, the results reveal that, despite all the research effort in physics teaching since the 1980s, there was little impact of the results in the learning process, and only a few changes incorporating this knowlege in the didactic materials and in the teacher training courses.","Os resultados do Exame Nacional do Ensino Médio constituem uma ferramenta importante para diagnóstico das deficiências do ensino no final de um ciclo formativo, uma fonte relevante de dados para a avaliação do que foi aprendido pelos estudantes ao final do ensino médio. Neste trabalho, apresentam-se doze questões selecionadas das provas de Ciências da Natureza do Enem no período entre 2009 e 2014, classificadas disciplinarmente como ""questões de física"", nas quais algumas das alternativas de respostas revelam concepções não científicas bem delimitadas e descritas na literatura. A partir do desempenho nessas questões dos estudantes concluintes do ensino médio no ano do exame, fazem-se observações a respeito do processo de aprendizagem em física na educação básica. Esse estudo revela que há algumas dificuldades permanentes na compreensão de conceitos básicos de mecânica, fenômenos térmicos e ótica geométrica. Muitas dessas questões evidenciam a presença e eventual predominância de concepções não científicas. Mesmo com as dificuldades para modificar estas concepções, os resultados revelam que, apesar de todo o esforço desenvolvido de pesquisa desde os anos 1980, houve pouco impacto dos resultados no processo de ensino e aprendizagem, e pequena incorporação deste conhecimento acumulado nos materiais didáticos e nos cursos de formação de professores."
185,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400101&lang=pt,O legado de Feynman visto por pesquisadores brasileiros,2018,Feynman # memorial # física quântica # ensino de física # Feynman # memorial # quantum physics # physics teaching,"Abstract This article presents the essays of the special edition of the Revista Brasileira de Ensino de Física, celebrating the centenary of Richard P. Feynman's birth. From a personal testimony of his discovery of Feynman, the author seeks to complement, with few historical remarks, the articles of the invited Brazilian researchers, which reflect their views on physics and physics teaching, to which Feynman contributed decisively.","Esse artigo apresenta os ensaios da edição especial da Revista Brasileira de Ensino de Física, comemorativa do centenário de nascimento de Richard P. Feynman. A partir de um depoimento pessoal de sua descoberta de Feynman, o autor busca complementar, com um pouco de história, os artigos de pesquisadores brasileiros convidados, que refletem suas visões sobre a física e o ensino de física, para as quais Feynman contribuiu decisivamente."
186,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172018000400104&lang=pt,O que diferencia as Feynman lectures de livros tradicionais?,2018,Lições de Feynman # Ensino de Física # Qualidade de Explicações # Relação entre Matemática e Física # Feynman lectures # Physics teaching # Quality of explanations # Mathematics in Physics,Abstract In this work an attempt is made to caracterize aspects that distinguish the Feynman lectures from traditional physics textbooks. The goal is to extract general didactical principles and contribute to a more informed discussion about quality in physics teaching.,"Neste artigo buscamos apontar alguns aspectos que diferenciam as Feynman lectures de livros tradicionais de física, com o objetivo de extrair princípios didáticos gerais que possam guiar uma discussão mais fundamentada sobre o que entendemos por qualidade no ensino de física."
